Entry,Entry name,Status,Protein names,Gene names,Organism,Length,EC number,Function [CC],Enzyme regulation
H6C5D5,H6C5D5_EXODN,unreviewed,Small nuclear ribonucleoprotein G,HMPREF1120_06983,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),80,,,
H6BYM0,H6BYM0_EXODN,unreviewed,Pyrroline-5-carboxylate reductase,HMPREF1120_04801,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),330,,,
H6C908,H6C908_EXODN,unreviewed,MC family mitochondrial carrier protein,HMPREF1120_08540,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),301,,,
H6BMG6,H6BMG6_EXODN,unreviewed,Anaphase-promoting complex component APC11,HMPREF1120_00267,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),94,,,
H6BKY9,H6BKY9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00017,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1048,,,
H6C7A9,H6C7A9_EXODN,unreviewed,Dipeptidyl aminopeptidase,HMPREF1120_07590,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),704,,,
H6C0X3,H6C0X3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05353,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),601,,,
H6C0G8,H6C0G8_EXODN,unreviewed,Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH),AAH1 HMPREF1120_04478,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),348,3.5.4.2,FUNCTION: Catalyzes the hydrolytic deamination of adenine to hypoxanthine. Plays an important role in the purine salvage pathway and in nitrogen catabolism. {ECO:0000256|HAMAP-Rule:MF_03145}.,
H6BQW1,H6BQW1_EXODN,unreviewed,Methyltransferase (Ncl1),HMPREF1120_02054,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),871,,,
H6BZ90,H6BZ90_EXODN,unreviewed,Cu2+-exporting ATPase,HMPREF1120_05014,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1190,,,
H6C815,H6C815_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08210,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),403,,,
H6BXU9,H6BXU9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_05473,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),160,,,
H6C308,H6C308_EXODN,unreviewed,Phosphoenolpyruvate carboxykinase [ATP],HMPREF1120_06041,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),555,,,
H6C654,H6C654_EXODN,unreviewed,ATP-dependent RNA helicase eIF4A,HMPREF1120_07197,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),396,,,
H6BN11,H6BN11_EXODN,unreviewed,Clathrin heavy chain,HMPREF1120_00352,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1679,,FUNCTION: Clathrin is the major protein of the polyhedral coat of coated pits and vesicles. {ECO:0000256|PIRNR:PIRNR002290}.,
H6BLM6,H6BLM6_EXODN,unreviewed,Lon protease homolog 2; peroxisomal (EC 3.4.21.-),HMPREF1120_01071,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),903,3.4.21.-,FUNCTION: ATP-dependent serine protease that mediates the selective degradation of misfolded and unassembled polypeptides in the peroxisomal matrix. Necessary for type 2 peroxisome targeting signal (PTS2)-containing protein processing and facilitates peroxisome matrix protein import. {ECO:0000256|HAMAP-Rule:MF_03121}.,
H6BMB6,H6BMB6_EXODN,unreviewed,Acid phosphatase,HMPREF1120_01198,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),665,,,
H6BT49,H6BT49_EXODN,unreviewed,Ca2+/calmodulin-dependent protein kinase,HMPREF1120_02469,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),836,,,
H6BS48,H6BS48_EXODN,unreviewed,ADP-ribosylation factor-like protein 2,HMPREF1120_02279,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),181,,,
H6C3L3,H6C3L3_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06240,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),757,,,
H6CAI5,H6CAI5_EXODN,unreviewed,Histone-lysine N-methyltransferase (EC 2.1.1.43),HMPREF1120_08121,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),771,2.1.1.43,,
H6C811,H6C811_EXODN,unreviewed,Eukaryotic translation initiation factor 2-alpha kinase,HMPREF1120_08206,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1464,,,
H6C318,H6C318_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06051,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1021,,,
H6C9Y4,H6C9Y4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08739,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),505,,,
H6BWB9,H6BWB9_EXODN,unreviewed,Glucan 1;3-beta-glucosidase,HMPREF1120_04141,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),308,,,
H6BN71,H6BN71_EXODN,unreviewed,Survival factor 1,HMPREF1120_01337,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),376,,,
H6BSS5,H6BSS5_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02401,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),324,,,
H6C7E0,H6C7E0_EXODN,unreviewed,U6 snRNA-associated Sm-like protein LSm2,HMPREF1120_07621,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),98,,,
H6BYQ6,H6BYQ6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04835,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),965,,,
H6C3T3,H6C3T3_EXODN,unreviewed,Histone H2A,HMPREF1120_06310,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),131,,,
H6BXL2,H6BXL2_EXODN,unreviewed,Ankyrin,HMPREF1120_04617,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),235,,,
H6C0V8,H6C0V8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04563,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),585,,,
H6BZT9,H6BZT9_EXODN,unreviewed,Mitogen-activated protein kinase kinase kinase,HMPREF1120_04361,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),755,,,
H6BX89,H6BX89_EXODN,unreviewed,Non-specific serine/threonine protein kinase (EC 2.7.11.1),HMPREF1120_04284,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1069,2.7.11.1,,
H6BT80,H6BT80_EXODN,unreviewed,Ubiquitin-conjugating enzyme E2,HMPREF1120_01668,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),328,,,
H6BP14,H6BP14_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00644,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1271,,,
H6BT27,H6BT27_EXODN,unreviewed,ABC drug exporter AtrF,HMPREF1120_02447,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1581,,,
H6BTP9,H6BTP9_EXODN,unreviewed,Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 39 kDa subunit homolog) (eIF-3 39 kDa subunit homolog),TIF34 HMPREF1120_03610,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),336,,FUNCTION: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex; which is involved in protein synthesis of a specialized repertoire of mRNAs and; together with other initiation factors; stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. {ECO:0000256|HAMAP-Rule:MF_03008; ECO:0000256|SAAS:SAAS00630492}.,
H6BU70,H6BU70_EXODN,unreviewed,Metallothionein expression activator,HMPREF1120_03777,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),694,,,
H6BRS9,H6BRS9_EXODN,unreviewed,mRNA stability protein,HMPREF1120_02208,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),179,,FUNCTION: Plays an essential role in initiation of the G0 program by preventing the degradation of specific nutrient-regulated mRNAs via the 5'-3' mRNA decay pathway. {ECO:0000256|RuleBase:RU363120}.,
H6BYI7,H6BYI7_EXODN,unreviewed,Amine oxidase (EC 1.4.3.-),HMPREF1120_05597,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),689,1.4.3.-,,
H6BMW1,H6BMW1_EXODN,unreviewed,ABC multidrug transporter,HMPREF1120_01284,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1519,,,
H6BXQ1,H6BXQ1_EXODN,unreviewed,Replication factor C subunit 4,HMPREF1120_04654,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),352,,,
H6C7B3,H6C7B3_EXODN,unreviewed,MFS transporter; SP family; sugar:H+ symporter,HMPREF1120_07594,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),540,,,
H6BS96,H6BS96_EXODN,unreviewed,Vacuolar protein sorting-associated protein 1,HMPREF1120_02326,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),705,,,
H6BSX8,H6BSX8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01620,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),216,,,
H6BZR1,H6BZR1_EXODN,unreviewed,Cu2+-exporting ATPase; variant,HMPREF1120_05164,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1191,,,
H6BPA4,H6BPA4_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01748,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),502,,,
H6BUR8,H6BUR8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03879,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),546,,,
H6CA97,H6CA97_EXODN,unreviewed,Anaphase-promoting complex component APC3,HMPREF1120_08033,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),824,,,
H6C0R4,H6C0R4_EXODN,unreviewed,MFS transporter; SP family; general alpha glucoside:H+ symporter,HMPREF1120_04520,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),550,,,
H6BKG6,H6BKG6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00811,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),448,,,
H6BQ52,H6BQ52_EXODN,unreviewed,Ca2+/calmodulin-dependent protein kinase,HMPREF1120_02666,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),359,,,
H6BLD3,H6BLD3_EXODN,unreviewed,Palmitoyltransferase (EC 2.3.1.225),HMPREF1120_01033,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),622,2.3.1.225,,
H6BYU9,H6BYU9_EXODN,unreviewed,Eukaryotic translation initiation factor 3 subunit F (eIF3f),HMPREF1120_04877,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),340,,FUNCTION: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex; which is involved in protein synthesis of a specialized repertoire of mRNAs and; together with other initiation factors; stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. {ECO:0000256|HAMAP-Rule:MF_03005}.,
H6BN74,H6BN74_EXODN,unreviewed,Ca2+/calmodulin-dependent protein kinase,HMPREF1120_01340,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1087,,,
H6BUC5,H6BUC5_EXODN,unreviewed,Anaphase-promoting complex component APC10,HMPREF1120_03017,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),366,,,
H6C1N4,H6C1N4_EXODN,unreviewed,Fibrillarin-like pre-rRNA processing protein,HMPREF1120_05787,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),321,,,
H6BLM8,H6BLM8_EXODN,unreviewed,26S proteasome regulatory subunit rpn-1,HMPREF1120_01073,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),906,,,
H6BWY4,H6BWY4_EXODN,unreviewed,U3 small nucleolar ribonucleoprotein protein MPP10,HMPREF1120_04237,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),730,,FUNCTION: Involved in nucleolar processing of pre-18S ribosomal RNA. {ECO:0000256|PIRNR:PIRNR017300}.,
H6BM68,H6BM68_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00227,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),594,,,
H6BPU1,H6BPU1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02610,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),827,,,
H6BSD8,H6BSD8_EXODN,unreviewed,Phosphoinositide phospholipase C (EC 3.1.4.11),HMPREF1120_01538,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1119,3.1.4.11,,
H6C484,H6C484_EXODN,unreviewed,Cytosolic nonspecific dipeptidase,HMPREF1120_06430,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),536,,,
H6BN62,H6BN62_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00402,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),355,,,
H6C0L5,H6C0L5_EXODN,unreviewed,MFS transporter; SP family; sugar:H+ symporter,HMPREF1120_05301,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),535,,,
H6BZU3,H6BZU3_EXODN,unreviewed,Transcriptional regulatory protein GAL4,HMPREF1120_04365,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),723,,,
H6C9K0,H6C9K0_EXODN,unreviewed,Proteasome subunit beta type (EC 3.4.25.1),HMPREF1120_07887,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),283,3.4.25.1,FUNCTION: The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg; Phe; Tyr; Leu; and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity. {ECO:0000256|RuleBase:RU004203}.,
H6BNT8,H6BNT8_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00487,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),184,,,
H6BWX6,H6BWX6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_04229,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),165,,,
H6CB62,H6CB62_EXODN,unreviewed,ADP-ribosylation factor 6,HMPREF1120_08949,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),180,,,
H6C9K7,H6C9K7_EXODN,unreviewed,Phospholipase A1,HMPREF1120_07894,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),988,,,
H6C5R3,H6C5R3_EXODN,unreviewed,Synaptobrevin like ykt6,HMPREF1120_07058,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),198,,,
H6BYC8,H6BYC8_EXODN,unreviewed,Elongator complex protein 2,HMPREF1120_04768,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),543,,,
H6C3M6,H6C3M6_EXODN,unreviewed,Lectin; mannose-binding 2,HMPREF1120_06253,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),324,,,
H6C453,H6C453_EXODN,unreviewed,Transcriptional regulatory protein GAL4,HMPREF1120_05608,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),795,,,
H6C6Z3,H6C6Z3_EXODN,unreviewed,Thioredoxin-like protein,HMPREF1120_07477,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),315,,,
H6CBX1,H6CBX1_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_09202,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),602,,,
H6BM90,H6BM90_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_00246,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1028,,,
H6BS61,H6BS61_EXODN,unreviewed,Probable cytosolic iron-sulfur protein assembly protein 1,CIA1 HMPREF1120_02292,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),598,,FUNCTION: Essential component of the cytosolic iron-sulfur (Fe/S) protein assembly machinery. Required for the maturation of extramitochondrial Fe/S proteins. {ECO:0000256|HAMAP-Rule:MF_03037}.,
H6C0V9,H6C0V9_EXODN,unreviewed,Malate dehydrogenase (EC 1.1.1.37),HMPREF1120_05340,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),340,1.1.1.37,,
H6BJY6,H6BJY6_EXODN,unreviewed,40S ribosomal protein S3,HMPREF1120_00652,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),262,,,
H6BQB6,H6BQB6_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_01969,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),384,,,
H6CAL5,H6CAL5_EXODN,unreviewed,Amidase,HMPREF1120_08149,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),548,,,
H6CBH0,H6CBH0_EXODN,unreviewed,SulP family sulfate permease,HMPREF1120_09054,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),842,,,
H6C9G0,H6C9G0_EXODN,unreviewed,MFS transporter; SP family; general alpha glucoside:H+ symporter,HMPREF1120_07848,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),560,,,
H6CBI6,H6CBI6_EXODN,unreviewed,Transcription initiation factor TFIIH subunit H1,HMPREF1120_09069,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),619,,,
H6BST7,H6BST7_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_02412,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),243,,,
H6C2G9,H6C2G9_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_06750,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),166,,,
H6CAN8,H6CAN8_EXODN,unreviewed,Ditrans;polycis-polyprenyl diphosphate synthase ((2E;6E)-farnesyl diphosphate specific) (EC 2.5.1.87),HMPREF1120_08779,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),424,2.5.1.87,FUNCTION: Adds multiple copies of isopentenyl pyrophosphate (IPP) to farnesyl pyrophosphate (FPP) to produce dehydrodolichyl diphosphate (Dedol-PP); a precusrosor of dolichol which is utilized as a sugar carrier in protein glycosylation in the endoplasmic reticulum (ER). {ECO:0000256|RuleBase:RU363018}.,
H6BZZ6,H6BZZ6_EXODN,unreviewed,5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase),HMPREF1120_05193,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),609,2.3.1.37,,
H6BPG1,H6BPG1_EXODN,unreviewed,Sensor histidine kinase/response regulator Fos-1/TcsA,HMPREF1120_02589,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),688,,,
H6BU10,H6BU10_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03719,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),303,,,
H6C4K5,H6C4K5_EXODN,unreviewed,Anaphase-promoting complex component APC1,HMPREF1120_06497,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),2020,,,
H6C6D8,H6C6D8_EXODN,unreviewed,DNA damage-binding protein 1,HMPREF1120_07276,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1185,,,
H6CAR8,H6CAR8_EXODN,unreviewed,Glycerol-3-phosphate acyltransferase Sct1,HMPREF1120_08809,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),793,,,
H6BM11,H6BM11_EXODN,unreviewed,Amino-acid acetyltransferase; mitochondrial (EC 2.3.1.1) (Glutamate N-acetyltransferase) (N-acetylglutamate synthase),HMPREF1120_01147,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),673,2.3.1.1,FUNCTION: N-acetylglutamate synthase involved in arginine biosynthesis. {ECO:0000256|PIRNR:PIRNR007892}.,
H6C890,H6C890_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_08283,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),207,,,
H6BUV0,H6BUV0_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03911,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),1067,,,
H6BP99,H6BP99_EXODN,unreviewed,MFS transporter; SP family; sugar:H+ symporter,HMPREF1120_01743,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),520,,,
H6C7X1,H6C7X1_EXODN,unreviewed,Ribosome-releasing factor 2; mitochondrial (RRF2mt) (Elongation factor G 2; mitochondrial) (EF-G2mt) (mEF-G 2),MEF2 HMPREF1120_08168,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),906,,FUNCTION: Mitochondrial GTPase that mediates the disassembly of ribosomes from messenger RNA at the termination of mitochondrial protein biosynthesis. Not involved in the GTP-dependent ribosomal translocation step during translation elongation. {ECO:0000256|HAMAP-Rule:MF_03059}.,
H6BX26,H6BX26_EXODN,unreviewed,putative uncharacterized protein,HMPREF1120_03454,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),83,,,
H6C4M9,H6C4M9_EXODN,unreviewed,Glutamate-5-semialdehyde dehydrogenase,HMPREF1120_06521,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),478,,,
H6BXY1,H6BXY1_EXODN,unreviewed,ADP-ribose pyrophosphatase,HMPREF1120_04679,Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis),270,,,
